beds,baths,size_m2,rent_thb,built_year,subdistrict,district,province
1,1.0,32.0,25000,,Si Phraya,Bang Rak,Bangkok
1,1.0,38.0,28000,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,24.0,11500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,33.0,13000,,Bang Na,Bang Na,Bangkok
1,1.0,29.0,12000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,46.64,40000,,Si Lom,Bang Rak,Bangkok
,1.0,30.0,16000,,Thung Mahamek,Sathon,Bangkok
,1.0,25.0,21000,,Maha Phruettharam,Bang Rak,Bangkok
1,1.0,36.0,22000,,Makkasan,Ratchathewi,Bangkok
1,1.0,27.0,12000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,46.0,45000,,Khlong Toei Nuea,Vadhana,Bangkok
,1.0,35.0,15000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,41.0,21500,,Khlong Toei,Khlong Toei,Bangkok
2,1.0,58.0,14000,,Din Daeng,Din Daeng,Bangkok
1,1.0,34.0,24000,,Si Phraya,Bang Rak,Bangkok
1,1.0,25.0,23000,,Si Phraya,Bang Rak,Bangkok
2,1.0,46.0,20000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,33.0,20000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,35.0,13000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,32.25,13000,,Din Daeng,Din Daeng,Bangkok
,1.0,25.0,23000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,47.37,19000,,Suriyawong,Bang Rak,Bangkok
1,1.0,44.0,53000,,Lumphini,Pathum Wan,Bangkok
,1.0,34.0,14000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,31.78,14500,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,33.0,18000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,35.0,10000,,Din Daeng,Din Daeng,Bangkok
1,1.0,9.0,17000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,45.0,28000,,Phra Khanong Nuea,Vadhana,Bangkok
,1.0,24.0,10000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,55.0,40000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,42.0,15000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,45.0,38000,,Si Lom,Bang Rak,Bangkok
1,1.0,26.0,12000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,38.0,15000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,45.0,40000,,Si Lom,Bang Rak,Bangkok
1,1.0,48.0,45000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,46.96,15000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,48.0,32000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,60.0,27000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,29.4,11000,,Bang Na,Bang Na,Bangkok
1,1.0,45.0,48000,,Lumphini,Pathum Wan,Bangkok
1,1.0,35.7,24000,,Khlong Toei Nuea,Vadhana,Bangkok
2,1.0,68.0,33000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,50.0,25000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,26.5,17000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,44.5,45000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,51.0,15000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,50.0,17500,,Si Lom,Bang Rak,Bangkok
1,1.0,46.8,33000,,Si Lom,Bang Rak,Bangkok
2,1.0,78.0,40000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,34.34,26000,,Si Phraya,Bang Rak,Bangkok
1,1.0,33.0,15000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,42.0,25000,,Lumphini,Pathum Wan,Bangkok
1,1.0,55.0,33000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,35.0,34000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,65.0,32000,,Khlong Tan,Khlong Toei,Bangkok
,1.0,34.0,25000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,35.0,37000,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,39.4,22000,,Lumphini,Pathum Wan,Bangkok
,1.0,21.0,16500,,Maha Phruettharam,Bang Rak,Bangkok
1,1.0,35.0,37000,,,,
1,1.0,27.91,18000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,33.98,22000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,65.0,13000,,Suan Luang,Suan Luang,Bangkok
1,1.0,49.0,50000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,37.0,28000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,26.88,17000,,Sam Sen Nai,Phaya Thai,Bangkok
1,1.0,44.0,24000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,26.0,24000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,43.0,49000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,47.0,19500,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,30.0,15000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,45.0,20000,,Hua Mak,Bang Kapi,Bangkok
2,1.0,70.0,24000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,47.0,37000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,46.0,20000,,Huai Khwang,Huai Khwang,Bangkok
2,1.0,49.0,20000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,57.0,59000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,45.0,26000,,Phra Khanong Nuea,Vadhana,Bangkok
,1.0,27.0,11000,,Bang Chak,Phra Khanong,Bangkok
,1.0,37.0,9500,,Suan Luang,Suan Luang,Bangkok
1,1.0,53.5,65000,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,30.0,13000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,25.79,9500,,Bang Na,Bang Na,Bangkok
1,1.0,59.3,65000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,45.0,25000,,Phra Khanong Nuea,Vadhana,Bangkok
2,1.0,50.0,38000,,Makkasan,Ratchathewi,Bangkok
2,1.0,47.0,21000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,39.0,15000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,28.0,8000,,Suan Luang,Suan Luang,Bangkok
1,1.0,27.0,9500,,Bang Na,Bang Na,Bangkok
1,1.0,35.0,18500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,26.0,15000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,39.0,50000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,23.52,9000,,Suan Luang,Suan Luang,Bangkok
2,1.0,44.0,20000,,Bang Na,Bang Na,Bangkok
1,1.0,40.0,24000,,Phra Khanong,Khlong Toei,Bangkok
,1.0,28.0,8500,,Bang Na,Bang Na,Bangkok
1,1.0,28.0,11000,,Sam Sen Nok,Huai Khwang,Bangkok
,1.0,28.5,18000,,Lumphini,Pathum Wan,Bangkok
1,1.0,53.5,75000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,33.0,12000,,Yan Nawa,Sathon,Bangkok
2,1.0,45.0,25000,,Bang Chak,Phra Khanong,Bangkok
2,1.0,50.0,15000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,35.0,25000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,75.0,29000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,36.0,17000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,34.2,22000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,36.0,13000,,Suan Luang,Suan Luang,Bangkok
1,1.0,46.0,11000,,Suan Luang,Suan Luang,Bangkok
1,1.0,39.14,23000,,Thung Mahamek,Sathon,Bangkok
1,1.0,38.0,13000,,Phra Khanong Nuea,Vadhana,Bangkok
,1.0,28.5,23000,,Si Phraya,Bang Rak,Bangkok
1,1.0,9.0,32000,,Khlong Toei Nuea,Vadhana,Bangkok
,1.0,30.0,8200,,Suan Luang,Suan Luang,Bangkok
2,1.0,52.0,8000,,Bang Na,Bang Na,Bangkok
,1.0,23.0,10000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,35.05,39000,,Si Phraya,Bang Rak,Bangkok
1,1.0,75.0,25000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,41.0,25000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,41.5,18000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,31.0,15000,,Phra Khanong Nuea,Vadhana,Bangkok
,1.0,45.03,35000,,Lumphini,Pathum Wan,Bangkok
1,1.0,58.0,30000,,Makkasan,Ratchathewi,Bangkok
1,1.0,31.0,29000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,45.0,32000,,Phra Khanong Nuea,Vadhana,Bangkok
,1.0,22.54,7500,,Suan Luang,Suan Luang,Bangkok
1,1.0,52.0,49000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,31.0,7500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,41.5,43000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,50.0,26000,,Phra Khanong Nuea,Vadhana,Bangkok
2,1.0,52.5,30000,,Bang Na,Bang Na,Bangkok
1,1.0,31.0,15500,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,29.0,9500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,44.0,26000,,Thung Mahamek,Sathon,Bangkok
1,1.0,32.0,10000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,29.5,16000,,Sam Sen Nok,Huai Khwang,Bangkok
1,1.0,9.0,13000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,42.0,32000,,Thung Mahamek,Sathon,Bangkok
2,1.0,61.0,45000,,Lumphini,Pathum Wan,Bangkok
1,1.0,38.3,17000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,27.0,10000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,34.0,23000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,45.0,17000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,45.0,24900,,Thung Wat Don,Sathon,Bangkok
1,1.0,34.0,22000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,35.75,30000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,43.72,45000,,Lumphini,Pathum Wan,Bangkok
1,1.0,27.0,11000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,29.0,11500,,Bang Chak,Phra Khanong,Bangkok
,1.0,35.0,11500,,Din Daeng,Din Daeng,Bangkok
1,1.0,52.0,50000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,28.87,30000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,29.49,13000,,Dao Khanong,Thon Buri,Bangkok
1,1.0,55.0,60000,,Lumphini,Pathum Wan,Bangkok
1,1.0,35.0,9500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,31.0,19000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,24.0,7500,,Bang Na,Bang Na,Bangkok
1,1.0,33.0,31000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,9.0,10000,,Bang Na,Bang Na,Bangkok
1,1.0,43.56,25000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,29.5,14900,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,29.0,35000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,35.0,14200,,Suan Luang,Suan Luang,Bangkok
1,1.0,34.0,3500000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,31.0,12000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,24.0,13000,,Huai Khwang,Huai Khwang,Bangkok
,1.0,9.0,9000,,Suan Luang,Suan Luang,Bangkok
1,1.0,26.0,10500,,Hua Mak,Bang Kapi,Bangkok
1,1.0,34.81,38000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,35.0,11000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,33.73,25800,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,34.0,28000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,41.0,50000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,47.0,25000,,Makkasan,Ratchathewi,Bangkok
1,1.0,52.0,20000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,29.0,9900,,Bang Chak,Phra Khanong,Bangkok
1,1.0,37.0,21000,,Makkasan,Ratchathewi,Bangkok
1,1.0,32.6,14000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,35.0,30000,,Rong Mueang,Pathum Wan,Bangkok
1,1.0,36.0,21000,,Makkasan,Ratchathewi,Bangkok
1,2.0,28.0,18000,,Makkasan,Ratchathewi,Bangkok
1,1.0,40.0,16000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,41.0,20000,,Phra Khanong,Khlong Toei,Bangkok
,1.0,30.0,10000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,33.0,8000,,Bang Chak,Phra Khanong,Bangkok
1,2.0,40.0,32000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,30.0,12000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,30.0,8000,,Bang Na,Bang Na,Bangkok
1,1.0,26.0,6000,,Bang Na,Bang Na,Bangkok
1,1.0,30.0,23000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,30.0,9000,,Bang Na,Bang Na,Bangkok
,1.0,34.0,11000,,Bang Kapi,Huai Khwang,Bangkok
,1.0,26.0,11000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,30.0,7500,,Bang Na,Bang Na,Bangkok
2,1.0,60.0,40000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,23.0,7000,,Suan Luang,Suan Luang,Bangkok
1,1.0,28.0,18500,,Lumphini,Pathum Wan,Bangkok
1,1.0,46.0,50000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,52.2,29000,,Bang Na,Bang Na,Bangkok
,1.0,26.0,6500,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,36.0,9500,,Bang Na,Bang Na,Bangkok
2,1.0,53.0,33000,,Bang Na,Bang Na,Bangkok
1,1.0,26.2,13000,,Bang Na,Bang Na,Bangkok
1,1.0,33.0,13000,,Suan Luang,Suan Luang,Bangkok
1,1.0,9.0,10500,,Bang Chak,Phra Khanong,Bangkok
2,1.0,79.0,50000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,34.0,17000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,32.0,15000,,Chong Nonsi,Yan Nawa,Bangkok
1,1.0,29.0,26000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,34.1,30000,,Din Daeng,Din Daeng,Bangkok
1,1.0,54.3,20000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,46.0,26000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,49.0,65000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,45.0,19000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,47.0,18000,,Sam Sen Nok,Huai Khwang,Bangkok
2,1.0,60.0,50000,,Si Phraya,Bang Rak,Bangkok
1,1.0,40.0,17000,,Bang Na,Bang Na,Bangkok
1,1.0,45.0,28000,,Pathum Wan,Pathum Wan,Bangkok
1,1.0,38.0,43000,,Lumphini,Pathum Wan,Bangkok
1,1.0,46.0,18000,,Sam Sen Nok,Huai Khwang,Bangkok
1,1.0,44.0,14500,,Bang Na,Bang Na,Bangkok
1,1.0,26.0,11000,,Suan Luang,Suan Luang,Bangkok
1,1.0,35.0,32000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,42.0,28000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,56.0,45000,,Lumphini,Pathum Wan,Bangkok
1,1.0,35.0,26000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,59.0,16500,,Saphan Song,Wang Thonglang,Bangkok
1,1.0,31.0,18000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,32.0,24000,,Bang Chak,Phra Khanong,Bangkok
2,1.0,40.0,40000,,Thung Phaya Thai,Ratchathewi,Bangkok
1,1.0,34.0,12000,,Bang Na,Bang Na,Bangkok
1,1.0,45.0,35000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,23.0,8000,,Suan Luang,Suan Luang,Bangkok
,1.0,32.0,10000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,57.0,75000,,Lumphini,Pathum Wan,Bangkok
3,1.0,115.0,65000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,37.0,30000,,Rong Mueang,Pathum Wan,Bangkok
1,1.0,26.0,22000,,Thanon Phet Buri,Ratchathewi,Bangkok
1,1.0,34.0,13000,,Bang Na,Bang Na,Bangkok
1,1.0,47.0,29000,,Makkasan,Ratchathewi,Bangkok
1,1.0,48.0,40000,,Lumphini,Pathum Wan,Bangkok
1,1.0,35.0,142000,,Suan Luang,Suan Luang,Bangkok
1,1.0,27.0,19000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,30.0,12000,,Suan Luang,Suan Luang,Bangkok
1,1.0,41.0,14000,,Bang Na,Bang Na,Bangkok
1,1.0,55.63,70000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,38.0,25000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,51.0,62000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,25.0,12000,,Bang Na,Bang Na,Bangkok
1,1.0,38.0,13000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,78.0,150000,,Lumphini,Pathum Wan,Bangkok
1,1.0,53.0,70000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,27.0,17000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,57.0,45000,,Lumphini,Pathum Wan,Bangkok
1,1.0,54.0,28000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,54.4,18000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,29.0,39000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,32.0,6500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,50.0,16000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,37.0,25000,,Thung Mahamek,Sathon,Bangkok
1,1.0,32.0,12000,,Bang Na,Bang Na,Bangkok
1,1.0,37.0,32000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,57.0,55000,,Si Phraya,Bang Rak,Bangkok
2,1.0,68.0,17000,,Phra Khanong,Khlong Toei,Bangkok
,1.0,34.0,13000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,29.0,21000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,54.0,42000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,26.0,11000,,Bang Na,Bang Na,Bangkok
1,1.0,38.0,30000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,36.0,8000,,Suan Luang,Suan Luang,Bangkok
1,1.0,41.0,55000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,51.0,40000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,30.0,14500,,Suan Luang,Suan Luang,Bangkok
2,1.0,57.0,50000,,Si Phraya,Bang Rak,Bangkok
,1.0,42.0,53000,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,38.0,9500,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,60.0,45000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,55.0,58000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,36.0,30000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,50.0,28000,,Thanon Phet Buri,Ratchathewi,Bangkok
1,1.0,30.0,10000,,Hua Mak,Bang Kapi,Bangkok
1,1.0,26.0,14000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,30.48,22000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,39.19,19000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,25.0,18000,,Makkasan,Ratchathewi,Bangkok
1,1.0,45.0,40000,,Makkasan,Ratchathewi,Bangkok
1,1.0,38.0,26000,,Thung Mahamek,Sathon,Bangkok
1,1.0,51.0,53000,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,25.0,10000,,Bang Na,Bang Na,Bangkok
1,1.0,26.0,10000,,Hua Mak,Bang Kapi,Bangkok
1,1.0,58.0,16000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,41.0,15000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,50.0,65000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,37.0,17000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,37.0,12000,,Nong Bon,Prawet,Bangkok
,1.0,25.5,12000,,Bang Na,Bang Na,Bangkok
1,2.0,141.0,60000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,41.0,17000,,Bang Chak,Phra Khanong,Bangkok
2,1.0,60.0,28000,,Phra Khanong Nuea,Vadhana,Bangkok
,1.0,22.0,10000,,Huai Khwang,Huai Khwang,Bangkok
,1.0,27.0,14000,,Suan Luang,Suan Luang,Bangkok
1,1.0,45.0,23500,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,31.0,9500,,Suan Luang,Suan Luang,Bangkok
1,1.0,27.0,29000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,45.35,24000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,47.0,18500,,Bang Chak,Phra Khanong,Bangkok
2,1.0,46.0,21500,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,52.0,22000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,50.0,35000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,26.0,14000,,Makkasan,Ratchathewi,Bangkok
1,1.0,51.0,32000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,44.0,47000,,Lumphini,Pathum Wan,Bangkok
1,1.0,50.0,24000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,29.0,10000,,Hua Mak,Bang Kapi,Bangkok
1,1.0,28.0,9900,,Bang Chak,Phra Khanong,Bangkok
1,1.0,60.0,30000,,Bang Phongphang,Yan Nawa,Bangkok
2,1.0,44.0,45000,,Din Daeng,Din Daeng,Bangkok
,1.0,22.0,10000,,Bang Na,Bang Na,Bangkok
1,1.0,46.7,25000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,57.0,35000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,54.92,15000,,Nong Bon,Prawet,Bangkok
1,1.0,32.0,20000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,40.0,28000,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,24.0,12000,,Bang Na,Bang Na,Bangkok
1,1.0,45.0,25000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,35.0,15000,,Bang Kapi,Huai Khwang,Bangkok
